finess,rs_finess,finess_geo,rs_finess_geo,region,type,participation,depot,nb_rep_score_all_ssr_ajust,score_all_ssr_ajust,classement,evolution,score_accueil_ssr_ajust,nb_rep_score_accueil_ssr_ajust,score_pec_ssr_ajust,nb_rep_score_pec_ssr_ajust,score_lieu_ssr_ajust,nb_rep_score_lieu_ssr_ajust,score_repas_ssr_ajust,nb_rep_score_repas_ssr_ajust,score_sortie_ssr_ajust,nb_rep_score_sortie_ssr_ajust,score_all_ssr_ajust_dp,taux_reco_brut,nb_reco_brut,score_ajust_esatis_region,score_ajust_esatis_type
120780069,CENTRE HOSPITALIER LA CHARTREUSE VILLEFRANCHE DE ROUERGUE,120008248,SSR CH VILLEFRANCHE SITE RULHE,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
120780135,CENTRE S.S.R. LA CLAUZE,120780135,CTRE SSR LA CLAUZE ST JEAN DELNOUS,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
120780143,MAISON DE CONVALESCENCE ET REPOS LES TILLEULS,120780143,CTRE SSR LES TILLEULS CEIGNAC,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,214,77.4,A,Amélioration,84.63,214,80.79,214,82.13,214,58.22,214,71.57,214,77.0,66.8,214,76.05,74.3
130041916,CHI AIX PERTUIS,130000409,CHI SITE D'AIX EN PROVENCE,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130781339,CENTRE HOSPITALIER LOUIS BRUNET D'ALLAUCH,130000516,CH LOUIS BRUNET D'ALLAUCH,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130789274,CENTRE HOSPITALIER JOSEPH IMBERT ARLES,130002827,CH JOSEPH IMBERT D'ARLES,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130008048,CLINIQUE SAINT MARTIN SUD,130008048,CLINIQUE SAINT MARTIN SUD MARSEILLE,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,50,81.29,A,Amélioration,89.05,50,84.97,50,82.45,50,71.01,50,71.64,50,81.0,84.0,50,75.36,74.3
130008238,CLINIQUE LA PHOCEANNE SUD,130008238,CLINIQUE LA PHOCEANNE SUD,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130781446,CENTRE HOSPITALIER EDMOND GARCIN D'AUBAGNE,130012768,CH EDMOND GARCIN MOYEN SEJOUR AUBAGNE,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130035793,CENTRE MÉDICAL DES ALPILLES,130035793,CLINIQUE GLANUM,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,89,76.01,B,Stable,83.97,89,78.04,89,78.03,89,70.51,89,67.21,89,76.0,64.8,88,75.36,74.3
130042526,KORIAN LES TROIS TOURS,130042526,CLINIQUE LES TROIS TOURS,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,117,71.38,C,Stable,80.13,117,73.86,117,79.87,117,52.76,117,61.48,117,71.0,43.6,117,75.36,74.3
130043318,SSR PEDIATRIQUE VAL PRE VERT,130043318,SSR PEDIATRIQUE VAL PRE VERT,PACA,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130043854,CRF VALMANTE HÔPITAL EUROPEEN,130043854,CSSR VALMANTE SITE HOPITAL EUROPEEN,PACA,Etablissements de santé privés à but non lucratif,Facultatif,Oui,37,77.71,A,Non calculable,82.23,37,78.04,37,81.86,37,76.55,37,70.07,37,78.0,75.0,36,75.36,78.23
130780083,CLINIQUE MADELEINE REMUZAT,130780083,CLINIQUE MADELEINE REMUZAT,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130781438,CLINIQUE DE PROVENCE BOURBONNE,130781438,CLINIQUE DE PROVENCE BOURBONNE,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,49,77.74,A,Amélioration,84.65,49,81.88,49,73.11,49,72.75,49,70.6,49,78.0,61.2,49,75.36,74.3
130781479,HOPITAL PRIVE LA CASAMANCE,130781479,HOPITAL PRIVE LA CASAMANCE,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,68,71.58,C,Amélioration,78.94,68,79.61,68,70.91,68,38.08,68,67.06,68,72.0,47.1,68,75.36,74.3
130781768,M.REGIME/ CONVAL.LES PALMIERS,130781768,CLINIQUE DES DEUX LIONS,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,41,75.55,B,Amélioration,83.13,41,80.05,41,70.61,41,62.83,41,72.55,41,76.0,36.6,41,75.36,74.3
130781834,CRF NOTRE DAME DE BON VOYAGE,130781834,CRF NOTRE DAME DU BON VOYAGE,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,181,77.96,A,Stable,85.66,181,81.87,181,75.0,181,71.88,181,69.79,181,78.0,74.4,180,75.36,74.3
130781917,CENTRE MÉDICAL PROVENCE AZUR,130781917,CLINIQUE PROVENCE AZUR,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,46,73.25,B,Non calculable,79.74,46,77.11,46,69.9,46,68.08,46,66.25,46,73.0,45.7,46,75.36,74.3
130781925,CENTRE CARDIO-VASCULAIRE N.-DAME,130781925,CENTRE CARDIO VASCULAIRE D'EYGUIERES,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,83,73.88,B,Stable,80.62,83,74.51,83,81.15,83,74.08,83,59.57,83,74.0,66.3,83,75.36,74.3
130782071,CLINIQUE DE L'ETANG DE L'OLIVIER,130782071,CLINIQUE DE L'ETANG DE L'OLIVIER,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130782097,CENTRE DE CONVALESCENCE SIBOURG,130782097,CENTRE DE SIBOURG,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,46,71.01,C,Non calculable,77.43,46,73.82,46,77.5,46,71.57,46,50.82,46,71.0,37.0,46,75.36,74.3
130782303,KORIAN VALDONNE,130782303,CLINIQUE VALDONNE,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,34,76.53,B,Amélioration,81.6,34,79.8,34,79.4,34,63.48,34,68.82,34,76.0,55.9,34,75.36,74.3
130782444,CLINIQUE DE SOINS DE SUITE CHATEAU FLORANS,130782444,CLINIQUE DU CHATEAU DE FLORANS,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,54,64.41,D,Stable,74.25,54,69.44,54,59.76,54,52.5,54,57.91,54,64.0,27.8,54,75.36,74.3
130782451,CENTRE LE MEDITERRANEE,130782451,LE MEDITERRANEE CLINIQUE CASTELLAS,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,31,74.64,B,Diminution,79.51,31,79.4,31,72.99,31,67.12,31,65.09,31,75.0,48.4,31,75.36,74.3
130782493,CENTRE DE DIETETIQUE ST-LAURENT,130782493,SSR CLINIQUE SAINT LAURENT,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,52,70.59,C,Non calculable,80.31,52,73.0,52,68.75,52,61.56,52,67.22,52,71.0,52.0,50,75.36,74.3
130783152,CLINIQUE MEDICALE SPECIALISEE SAINTE ELISABETH,130783152,CLINIQUE SAINTE ELISABETH,PACA,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130783475,MAISON DE REPOS ET DE CONVALESCENCE L'ANGELUS,130783475,CLINIQUE L'ANGELUS,PACA,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130784051,HOPITAL PRIVE CLAIRVAL,130784051,HOPITAL PRIVE CLAIRVAL,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130786049,ASSISTANCE PUBLIQUE DES HOPITAUX DE MARSEILLE,130784234,APHM HOPITAUX SUD SAINTE MARGUERITE,PACA,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130784580,CLINIQUE CARDIO-VASCULAIRE LA PROVENCALE,130784580,CLINIQUE LA PROVENCALE,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130784598,CLINIQUE SPECIALISEE ST-MARTIN,130784598,CLINIQUE SAINT MARTIN MARSEILLE,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,30,77.38,A,Non calculable,84.25,30,80.9,30,75.56,30,70.62,30,69.8,30,77.0,76.7,30,75.36,74.3
130784812,CLINIQUE SAINT BARNABE,130784812,CLINIQUE SAINT BARNABE,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,49,68.7,C,Amélioration,77.67,49,71.46,49,70.81,49,54.76,49,63.33,49,69.0,46.9,49,75.36,74.3
130784903,CLINIQUE LA PHOCEANNE,130784903,CLINIQUE LA PHOCEANNE,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130784911,CLINIQUE DE SOINS DE SUITE LA SALETTE,130784911,CLINIQUE DE LA SALETTE,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130784952,MAISON DE REPOS ET DE CONVALESCENCE FERNANDE BERGER,130784952,HOPITAL SAINT JOSEPH MONTVAL,PACA,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130785389,CLINIQUE CHANTECLER,130785389,CLINIQUE CHANTECLER,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,50,73.41,B,Amélioration,81.11,50,79.79,50,71.38,50,42.73,50,72.83,50,73.0,54.0,50,75.36,74.3
130785462,CLINIQUE LA CHENAIE,130785462,CLINIQUE LA CHENAIE,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130785975,CENTRE DE GÉRONTOLOGIE LES OLIVIERS,130785975,CLINIQUE LES OLIVIERS,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,55,74.57,B,Stable,81.25,55,78.29,55,78.18,55,61.29,55,64.66,55,75.0,63.6,55,75.36,74.3
130785983,CENTRE SAINT-CHRISTOPHE,130785983,CLINIQUE SAINT CHRISTOPHE,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,107,75.01,B,Amélioration,81.84,107,79.56,107,75.24,107,68.0,107,62.7,107,75.0,53.8,106,75.36,74.3
130786023,CLINIQUE KORIAN CAP FERRIERES,130786023,CLINIQUE CAP FERRIERES,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,166,81.08,A,Stable,88.15,166,83.7,166,84.73,166,68.72,166,74.13,166,81.0,79.4,165,75.36,74.3
130786742,HOPITAL D'INSTRUCTION DES ARMEES LAVERAN,130786742,HOPITAL INSTRUCTION DES ARMEES LAVERAN,PACA,Centre Hospitaliers,Facultatif,Oui,34,79.44,A,Non calculable,87.91,34,86.02,34,74.27,34,53.91,34,77.05,34,79.0,60.6,33,75.36,78.29
130786924,CRF VALMANTE,130786924,INST UNIV DE READAP VALMANTE SUD,PACA,Etablissements de santé privés à but non lucratif,Facultatif,Oui,75,77.8,A,Amélioration,86.96,75,84.01,75,81.3,75,47.24,75,70.83,75,78.0,62.7,75,75.36,78.23
130786932,CENTRE DE RÉÉDUCATION PAUL CEZANNE,130786932,CENTRE DE REEDUCATION PAUL CEZANNE,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130789159,CENTRE CARDIO VASCULAIRE VALMANTE,130789159,CENTRE CARDIO VASCULAIRE VALMANTE,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
130789357,CENTRE LES FEUILLADES,130789357,CLINIQUE READAPT FONCT LES FEUILLADES,PACA,Etablissements de santé privés à but lucratif,Obligatoire,Oui,130,76.24,B,Amélioration,82.81,130,80.59,130,73.28,130,72.08,130,65.75,130,76.0,73.8,130,75.36,74.3
130789316,CENTRE HOSPITALIER DE MARTIGUES,130790157,CH DE MARTIGUES HOPITAL DU VALLON,PACA,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
130809981,KORIAN MASSILIA LES PINS,130809981,CLINIQUE MASSILIA LES PINS,PACA,Etablissements de santé privés à but lucratif,Facultatif,Oui,67,76.06,B,Non calculable,82.89,67,79.66,67,80.3,67,59.23,67,67.92,67,76.0,59.1,66,75.36,74.3
140000092,CENTRE HOSPITALIER DE BAYEUX,140000076,CH AUNAY-BAYEUX,Normandie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
140000118,CENTRE HOSPITALIER DE FALAISE,140000233,CH  FALAISE,Normandie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
140026279,CENTRE HOSPITALIER DE LA COTE FLEURIE,140000241,CH COTE FLEURIE - SITE D'EQUEMAUVILLE,Normandie,Centre Hospitaliers,Facultatif,Oui,39,81.44,A,Non calculable,88.26,39,84.35,39,83.9,39,65.3,39,77.2,39,81.0,71.8,39,75.65,78.29
140000258,POLYCLINIQUE DE DEAUVILLE,140000258,HOPITAL PRIVE DU PAYS D'AUGE,Normandie,Etablissements de santé privés à but lucratif,Facultatif,Oui,85,74.45,B,Stable,82.98,85,80.84,85,73.68,85,47.74,85,69.33,85,74.0,62.4,85,75.65,74.3
140000340,CENTRE SSR BETHARRAM HEROUVILLE,140000340,FONDATION LA MISERICORDE - BETHARRAM,Normandie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
140000159,CENTRE HOSPITALIER DE VIRE,140000373,CENTRE HOSPITALIER DE VIRE,Normandie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
140000100,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE,140004383,CHR GEORGES CLEMENCEAU - CAEN,Normandie,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
140000134,CH DE PONT L'EVEQUE,140008152,CH PONT L'EVEQUE SITE DU VAL D'AUGE,Normandie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
140015975,RÉSIDENCE THALATTA,140015975,CLINIQUE SMR THALATTA,Normandie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
140019175,CRF MANOIR D' APRIGNY - BAYEUX,140019175,CRF MANOIR D' APRIGNY,Normandie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
140025123,CRF CAEN,140025123,CRF DE CAEN,Normandie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,79,73.3,B,Amélioration,81.82,79,78.99,79,75.31,79,49.8,79,64.78,79,73.0,43.0,79,75.65,74.3
140025255,KORIAN COTE NORMANDE - IFS,140025255,KORIAN COTE NORMANDE,Normandie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,80,73.35,B,Stable,78.8,80,74.24,80,80.76,80,66.23,80,64.76,80,73.0,39.2,79,75.65,74.3
140000092,CENTRE HOSPITALIER DE BAYEUX,140025362,SSR GÉRIATRIQUE CHAMP FLEURY,Normandie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
140026279,CENTRE HOSPITALIER DE LA COTE FLEURIE,140026410,CH COTE FLEURIE - SITE DE CRICQUEBOEUF,Normandie,Centre Hospitaliers,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
140026709,POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF,140026709,HOPITAL PRIVE DU PAYS D'AUGE,Normandie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
150780096,CENTRE HOSPITALIER H.MONDOR,150000040,CH HENRI MONDOR,Auvergne-Rhône-Alpes,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
150780393,CH PIERRE RAYNAL,150000149,CH PIERRE RAYNAL,Auvergne-Rhône-Alpes,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
150002608,CLINIQUE DU SOUFFLE,150002608,CLINIQUE DU SOUFFLE LES CLARINES,Auvergne-Rhône-Alpes,Etablissements de santé privés à but lucratif,Obligatoire,Oui,120,82.01,A,Amélioration,89.35,120,83.89,120,85.82,120,73.55,120,73.56,120,82.0,70.0,120,76.82,74.3
150780732,CENTRE MEDICO-CHIRURGICAL DE TRONQUIERES,150780732,CENTRE MEDICO CHIRURGICAL TRONQUIERES,Auvergne-Rhône-Alpes,Etablissements de santé privés à but lucratif,Facultatif,Oui,70,74.1,B,Stable,87.08,70,79.28,70,64.86,70,63.01,70,70.37,70,74.0,71.0,69,76.82,74.3
160000451,CENTRE HOSPITALIER D'ANGOULEME,160000253,CENTRE HOSPITALIER D'ANGOULEME,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
160014411,CTRE HOSP INTERCOMM DU PAYS DE COGNAC,160000261,CHI DU PAYS DE COGNAC - SSR,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
160006037,CH HOPITAUX DU SUD CHARENTE,160000303,CH HOPITAUX SUD-CHARENTE,Nouvelle Aquitaine,Centre Hospitaliers,Obligatoire,Oui,43,82.25,A,Stable,85.34,43,84.78,43,85.74,43,72.01,43,75.31,43,82.0,81.4,43,77.94,78.29
160009080,CRF LES GLAMOTS,160009080,C.S.S.R. LES GLAMOTS - ROULLET ST E.,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Facultatif,Oui,66,80.79,A,Stable,90.22,66,83.88,66,80.7,66,74.38,66,71.43,66,81.0,89.4,66,77.94,78.23
160012209,KORIAN LE MAS BLANC - JARNAC,160012209,CLINIQUE LE MAS BLANC,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
170780050,CENTRE HOSPITALIER DE JONZAC,170000038,CENTRE HOSPITALIER JONZAC,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
170780167,CH DE SAINT-JEAN D'ANGELY,170000095,CENTRE HOSPITALIER ST JEAN D'ANGELY,Nouvelle Aquitaine,Centre Hospitaliers,Obligatoire,Oui,,,DI,,,,,,,,,,,,,,,,
170780191,CENTRE HOSPITALIER DE ROYAN,170000129,CENTRE HOSPITALIER ROYAN-ATLANTIQUE,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
170780266,CENTRE HOSPITALIER DE BOSCAMNANT,170000178,CENTRE HOSPITALIER BOSCAMNANT,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
170780043,CRF LA VILLA RICHELIEU,170780043,CENTRE RICHELIEU - SSR SPECIALISES,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,178,78.87,A,Amélioration,86.64,178,84.35,178,81.96,178,47.87,178,75.37,178,79.0,68.5,178,77.94,78.23
170780068,CLINIQUE SUR MOREAU,170780068,CLINIQUE SUR MOREAU,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
170780100,SARL MAISON DE REPOS CHATEAU CLAVETTE,170780100,CLINIQUE D'ANGOULINS SUR MER,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Facultatif,Oui,41,75.78,B,Amélioration,81.03,41,76.43,41,80.25,41,72.08,41,67.46,41,76.0,56.1,41,77.94,74.3
170780621,POLYCLINIQUE SAINT GEORGES,170780621,POLYCLINIQUE SAINT GEORGES,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Facultatif,Oui,92,75.17,B,Amélioration,80.29,92,78.79,92,80.17,92,61.52,92,64.29,92,75.0,60.9,92,77.94,74.3
170780803,CENTRE DE RÉADAPTATION D'OLERON,170780803,CENTRE DE READAPTATION D'OLERON,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
170781199,CENTRE ALCOOLOGIQUE ALPHA,170781199,CENTRE ALCOOLOGIQUE ALPHA - ROYAN,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Facultatif,Oui,98,75.13,B,Amélioration,86.26,98,80.69,98,58.49,98,64.9,98,77.39,98,75.0,58.2,98,77.94,74.3
170803431,CARDIOCEAN SA,170803431,CARDIOCEAN - PUILBOREAU,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Obligatoire,Oui,189,77.99,A,Amélioration,82.12,189,79.53,189,77.82,189,73.62,189,74.69,189,78.0,70.9,189,77.94,74.3
180000028,CH JACQUES COEUR  DE BOURGES,180000010,CH  BOURGES - JACQUES COEUR,Centre-Val de Loire,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
180000069,CH DE SAINT AMAND-MONTROND,180000283,CH SAINT AMAND-MONTROND,Centre-Val de Loire,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
180000028,CH JACQUES COEUR  DE BOURGES,180003287,CH DE BOURGES SITE TAILLEGRAIN,Centre-Val de Loire,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
180000051,CH DE VIERZON,180003345,CH DE VIERZON SITE LA NOUE,Centre-Val de Loire,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
180000069,CH DE SAINT AMAND-MONTROND,180003386,CH ST AMAND-MONTROND SITE CROIX DUCHET,Centre-Val de Loire,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
180004145,HOPITAL PRIVE GUILLAUME DE VARYE,180004145,HOPITAL PRIVE GUILLAUME DE VARYE,Centre-Val de Loire,Etablissements de santé privés à but lucratif,Facultatif,Oui,36,71.68,C,Non calculable,77.55,36,79.09,36,70.2,36,48.19,36,64.09,36,72.0,47.2,36,75.51,74.3
190000042,CENTRE HOSPITALIER DUBOIS BRIVE,190000018,CENTRE HOSPITALIER DUBOIS BRIVE,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
190000075,CENTRE HOSPITALIER D'USSEL,190000091,CENTRE HOSPITALIER D'USSEL,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
190000059,CENTRE HOSPITALIER COEUR DE CORREZE,190002493,CONVALESCENCE CURE READAPT. DU CHANDOU,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
190005694,CLINIQUE SAINT JEAN LEZ CEDRES,190005694,CLINIQUE SAINT JEAN LEZ CEDRES,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Facultatif,Oui,61,78.56,A,Amélioration,85.18,61,81.69,61,75.63,61,74.34,61,72.88,61,79.0,60.7,61,77.94,74.3
190000059,CENTRE HOSPITALIER COEUR DE CORREZE,190011197,CTRE MEDECINE PHYSIQUE ET READAPTATION,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
210010443,CSSR LE RENOUVEAU,210010443,CSSR LE RENOUVEAU,Bourgogne-Franche-Comté,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
210780144,CRF DIVIO,210780144,CRF DIVIO DIJON,Bourgogne-Franche-Comté,Etablissements de santé privés à but lucratif,Obligatoire,Oui,93,75.04,B,Diminution,82.07,93,79.32,93,70.53,93,68.0,93,68.94,93,75.0,75.3,93,75.48,74.3
210780276,SSR EDITH CAVELL,210780276,SERVICE SOINS DE SUITE ET READAPTATION,Bourgogne-Franche-Comté,Etablissements de santé privés à but lucratif,Obligatoire,Oui,51,76.36,B,Amélioration,82.04,51,78.49,51,82.14,51,60.74,51,71.08,51,76.0,54.0,50,75.48,74.3
210780292,C.R.B. LES ROSIERS,210780292,CLINIQUE SSR LES ROSIERS,Bourgogne-Franche-Comté,Etablissements de santé privés à but lucratif,Obligatoire,Oui,39,73.07,B,Amélioration,80.55,39,80.24,39,67.21,39,52.9,39,67.8,39,73.0,43.6,39,75.48,74.3
210780581,CENTRE HOSPITALIER UNIVERSITAIRE DE DIJON,210986089,CTRE HOSPITALIER REG UNIVERSITAIRE DIJ,Bourgogne-Franche-Comté,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
210780581,CENTRE HOSPITALIER UNIVERSITAIRE DE DIJON,210987558,HOPITAL LE BOCAGE CHRU DIJON,Bourgogne-Franche-Comté,Centre Hospitalo-Universitaires,Facultatif,Oui,55,69.36,C,Diminution,75.8,55,74.83,55,63.1,55,58.17,55,64.66,55,69.0,47.3,55,75.48,75.79
210012175,HOSPICES CIVILS DE BEAUENE,210987657,HOSPICES CIVILS DE BEAUNE,Bourgogne-Franche-Comté,Centre Hospitaliers,Facultatif,Oui,42,69.66,C,Non calculable,74.62,42,72.12,42,71.03,42,70.49,42,58.29,42,70.0,50.0,42,75.48,78.29
210012142,CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR,210987665,CH HCO SITE DE CHATILLON SUR SEINE,Bourgogne-Franche-Comté,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
210012142,CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR,210987673,CH HCO SITE DE MONTBARD,Bourgogne-Franche-Comté,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
210012142,CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR,210987681,CH HCO SITE DE SAULIEU,Bourgogne-Franche-Comté,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
220000046,CENTRE HOSPITALIER DINAN,220000095,GHRE- SITE DINAN RENE PLEVEN,Bretagne,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
560014748,CENTRE HOSPITALIER DU CENTRE BRETAGNE,220000194,CHCB SITE PLEMET,Bretagne,Centre Hospitaliers,Facultatif,Oui,53,81.36,A,Stable,88.72,53,84.5,53,79.39,53,71.75,53,76.66,53,81.0,86.5,52,78.91,78.29
220000236,CENTRE HOSPITALIER DE PLOUGUERNEVEL,220000236,CENTRE HOSPITALIER DE PLOUGUERNEVEL,Bretagne,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
220000079,CENTRE HOSPITALIER GUINGAMP,220000343,CENTRE HOSPITALIER GUINGAMP,Bretagne,Centre Hospitaliers,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
220000103,CENTRE HOSPITALIER GENERAL -  LANNION,220000368,CENTRE HOSPITALIER LANNION,Bretagne,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
220000467,MAISON DE REPOS ET DE CONVALESCENCE VELLEDA,220000467,INSTITUT MEDICAL SPECIALISÉ PLANCOET,Bretagne,Etablissements de santé privés à but lucratif,Obligatoire,Oui,55,73.56,B,Stable,79.21,55,74.68,55,77.87,55,67.67,55,66.57,55,74.0,55.6,54,78.91,74.3
